label,video,signer_id,repetition_id,frames,fps,duration_seconds,feature_shape,face_rate,pose_rate,left_hand_rate,right_hand_rate,processing_seconds,status,error
Queue,Queue_06_2.mov,06,2,104,30.0,3.47,"(104, 1629)",100.0,100.0,44.23,37.5,9.32,success,
Rear,Rear_01_1.mov,01,1,179,30.0,5.97,"(179, 1629)",100.0,100.0,45.81,0.0,10.92,success,
Rear,Rear_01_2.mov,01,2,121,30.0,4.03,"(121, 1629)",100.0,100.0,26.45,0.0,7.52,success,
Rear,Rear_05_1.mov,05,1,106,30.0,3.53,"(106, 1629)",100.0,100.0,34.91,0.0,6.53,success,
Rear,Rear_05_2.mov,05,2,126,30.0,4.2,"(126, 1629)",100.0,100.0,45.24,0.0,10.45,success,
Rear,Rear_06_1.mov,06,1,98,30.0,3.27,"(98, 1629)",100.0,100.0,23.47,0.0,6.24,success,
Rear,Rear_06_2.mov,06,2,122,30.0,4.07,"(122, 1629)",100.0,100.0,36.07,0.0,7.67,success,
Rectangle,rectangle_01_1.MOV,01,1,162,30.0,5.4,"(162, 1629)",100.0,100.0,51.23,50.0,10.04,success,
Rectangle,rectangle_01_2.MOV,01,2,93,30.0,3.1,"(93, 1629)",100.0,100.0,46.24,41.94,8.68,success,
Rectangle,rectangle_02_1.MOV,02,1,192,30.0,6.4,"(192, 1629)",100.0,100.0,55.73,57.29,13.47,success,
Rectangle,rectangle_02_2.MOV,02,2,102,30.0,3.4,"(102, 1629)",100.0,100.0,47.06,44.12,6.07,success,
Rectangle,rectangle_07_1.mp4,07,1,69,25.0,2.76,"(69, 1629)",100.0,100.0,63.77,62.32,1.69,success,
Relation,Relation_02_1.MOV,02,1,197,30.0,6.57,"(197, 1629)",100.0,100.0,53.81,34.52,6.94,success,
Relation,Relation_02_2.MOV,02,2,142,30.0,4.73,"(142, 1629)",100.0,100.0,51.41,33.1,10.65,success,
Relation,Relation_03_1.MOV,03,1,146,30.0,4.87,"(146, 1629)",100.0,100.0,57.53,19.86,9.22,success,
Relation,Relation_03_2.MOV,03,2,100,30.0,3.33,"(100, 1629)",100.0,100.0,43.0,32.0,6.39,success,
Relation,Relation_05_1.mov,05,1,172,30.0,5.73,"(172, 1629)",100.0,100.0,55.23,48.26,10.73,success,
Relation,Relation_05_2.mov,05,2,202,30.0,6.73,"(202, 1629)",100.0,100.0,44.55,42.57,15.82,success,
Represent,Represent_01_1.MOV,01,1,181,30.0,6.03,"(181, 1629)",100.0,100.0,44.75,18.78,12.71,success,
Represent,Represent_01_2.MOV,01,2,95,30.0,3.17,"(95, 1629)",100.0,100.0,35.79,15.79,6.18,success,
Represent,Represent_02_1.MOV,02,1,166,30.0,5.53,"(166, 1629)",100.0,100.0,72.29,45.78,14.87,success,
Represent,Represent_02_2.MOV,02,2,84,30.0,2.8,"(84, 1629)",100.0,100.0,71.43,51.19,3.42,success,
Represent,Represent_07_1.mp4,07,1,75,30.0,2.5,"(75, 1629)",100.0,100.0,66.67,60.0,3.01,success,
Reserved,Reserved_02_1.mov,02,1,112,30.0,3.73,"(112, 1629)",100.0,100.0,40.18,0.89,4.01,success,
Reserved,Reserved_02_2.mov,02,2,146,30.0,4.87,"(146, 1629)",100.0,100.0,38.36,5.48,5.12,success,
Reserved,Reserved_03_1.mov,03,1,98,30.0,3.27,"(98, 1629)",100.0,100.0,41.84,23.47,3.68,success,
Reserved,Reserved_03_2.mov,03,2,152,30.0,5.07,"(152, 1629)",100.0,100.0,49.34,37.5,9.65,success,
Reserved,Reserved_06_1.mov,06,1,88,30.0,2.93,"(88, 1629)",100.0,100.0,34.09,31.82,6.33,success,
Reserved,Reserved_06_2.mov,06,2,116,30.0,3.87,"(116, 1629)",100.0,100.0,41.38,32.76,8.34,success,
Row,row_01_1.MOV,01,1,124,30.0,4.13,"(124, 1629)",100.0,100.0,0.0,60.48,8.8,success,
Row,row_01_2.MOV,01,2,80,30.0,2.67,"(80, 1629)",100.0,100.0,0.0,27.5,8.61,success,
Row,row_02_1.MOV,02,1,101,30.0,3.37,"(101, 1629)",100.0,100.0,0.0,65.35,7.45,success,
Row,row_02_2.MOV,02,2,55,30.0,1.83,"(55, 1629)",100.0,100.0,0.0,56.36,4.17,success,
Row,row_07_1.mp4,07,1,194,59.94,3.24,"(194, 1629)",100.0,100.0,73.2,100.0,7.21,success,
Rules,Rules_02_1.mov,02,1,148,30.0,4.93,"(148, 1629)",100.0,100.0,33.78,0.0,9.83,success,
Rules,Rules_02_2.mov,02,2,176,30.0,5.87,"(176, 1629)",100.0,100.0,40.34,0.0,14.11,success,
Rules,Rules_03_1.mov,03,1,134,30.0,4.47,"(134, 1629)",100.0,100.0,50.0,0.0,8.9,success,
Rules,Rules_03_2.mov,03,2,207,30.0,6.9,"(207, 1629)",100.0,100.0,65.7,0.0,14.46,success,
Rules,Rules_06_1.mov,06,1,98,30.0,3.27,"(98, 1629)",100.0,100.0,48.98,0.0,9.17,success,
Rules,Rules_06_2.mov,06,2,119,30.0,3.97,"(119, 1629)",100.0,100.0,59.66,0.0,8.17,success,
Run,Run_02_1.mov,02,1,83,30.0,2.77,"(83, 1629)",100.0,100.0,34.94,37.35,5.78,success,
Run,Run_02_2.mov,02,2,113,30.0,3.77,"(113, 1629)",100.0,100.0,46.9,48.67,7.63,success,
Run,Run_03_1.mov,03,1,107,30.0,3.57,"(107, 1629)",100.0,100.0,41.12,40.19,7.46,success,
Run,Run_03_2.mov,03,2,178,30.0,5.93,"(178, 1629)",100.0,100.0,45.51,46.07,14.29,success,
Run,Run_05_1.mov,05,1,134,30.0,4.47,"(134, 1629)",100.0,100.0,27.61,26.12,9.29,success,
Run,Run_05_2.mov,05,2,148,30.0,4.93,"(148, 1629)",100.0,100.0,45.27,45.27,10.99,success,
Run time error,Run time error_02_1.mov,02,1,159,30.0,5.3,"(159, 1629)",100.0,100.0,63.52,0.0,14.14,success,
Run time error,Run time error_02_2.mov,02,2,123,30.0,4.1,"(123, 1629)",100.0,100.0,48.78,0.0,8.37,success,
Run time error,Run time error_03_1.mov,03,1,176,30.0,5.87,"(176, 1629)",100.0,100.0,60.23,0.0,11.65,success,
Run time error,Run time error_03_2.mov,03,2,159,30.0,5.3,"(159, 1629)",100.0,100.0,60.38,0.0,13.65,success,
Run time error,Run time error_05_1.mov,05,1,114,30.0,3.8,"(114, 1629)",100.0,100.0,44.74,0.0,7.19,success,
Run time error,Run time error_05_2.mov,05,2,128,30.0,4.27,"(128, 1629)",100.0,100.0,62.5,0.0,8.59,success,
Semicolon,Semicolon_01_1.mov,01,1,123,30.0,4.1,"(123, 1629)",100.0,100.0,40.65,0.0,8.68,success,
Semicolon,Semicolon_01_2.mov,01,2,242,30.0,8.07,"(242, 1629)",100.0,100.0,60.74,0.0,18.28,success,
Semicolon,Semicolon_05_1.mov,05,1,114,30.0,3.8,"(114, 1629)",100.0,100.0,31.58,0.0,8.12,success,
Semicolon,Semicolon_05_2.mov,05,2,110,30.0,3.67,"(110, 1629)",100.0,100.0,50.0,0.0,7.21,success,
Semicolon,Semicolon_06_1.mov,06,1,91,30.0,3.03,"(91, 1629)",100.0,100.0,48.35,0.0,7.26,success,
Semicolon,Semicolon_06_2.mov,06,2,101,30.0,3.37,"(101, 1629)",100.0,100.0,56.44,0.0,3.71,success,
Sequence,Sequence_01_1.mov,01,1,148,30.0,4.93,"(148, 1629)",100.0,100.0,39.86,27.03,5.39,success,
Sequence,Sequence_01_2.mov,01,2,100,30.0,3.33,"(100, 1629)",100.0,100.0,37.0,25.0,6.24,success,
Sequence,Sequence_05_1.mov,05,1,126,30.0,4.2,"(126, 1629)",100.0,100.0,46.83,40.48,8.33,success,
Sequence,Sequence_05_2.mov,05,2,108,30.0,3.6,"(108, 1629)",100.0,100.0,37.04,37.04,7.37,success,
Sequence,Sequence_06_1.mov,06,1,107,30.0,3.57,"(107, 1629)",100.0,100.0,39.25,43.93,9.89,success,
Sequence,Sequence_06_2.mov,06,2,126,30.0,4.2,"(126, 1629)",100.0,100.0,53.17,52.38,8.2,success,
Server,Server_01_1.mov,01,1,160,30.0,5.33,"(160, 1629)",100.0,100.0,54.37,51.88,10.85,success,
Server,Server_01_2.mov,01,2,203,30.0,6.77,"(203, 1629)",100.0,100.0,79.31,77.34,15.44,success,
Server,Server_02_1.mov,02,1,212,30.0,7.07,"(212, 1629)",100.0,100.0,73.11,60.38,16.73,success,
Server,Server_02_2.mov,02,2,379,30.0,12.63,"(379, 1629)",100.0,100.0,67.02,60.42,24.99,success,
Server,Server_07_1.mp4,07,1,156,30.0,5.2,"(156, 1629)",100.0,100.0,79.49,78.21,8.6,success,
Simple_Basic,Simple_Basic_01_1.MOV,01,1,158,30.0,5.27,"(158, 1629)",100.0,100.0,0.0,59.49,10.14,success,
Simple_Basic,Simple_Basic_01_2.MOV,01,2,85,30.0,2.83,"(85, 1629)",100.0,100.0,0.0,45.88,5.7,success,
Simple_Basic,Simple_Basic_02_1.MOV,02,1,225,30.0,7.5,"(225, 1629)",100.0,100.0,0.0,46.67,14.62,success,
Simple_Basic,Simple_Basic_02_2.MOV,02,2,96,30.0,3.2,"(96, 1629)",100.0,100.0,0.0,44.79,8.99,success,
Simple_Basic,Simple_Basic_07_1.mp4,07,1,168,59.94,2.8,"(168, 1629)",100.0,100.0,0.0,68.45,6.39,success,
Size,size_03_1.MOV,03,1,135,30.0,4.5,"(135, 1629)",100.0,100.0,49.63,48.89,9.22,success,
Size,size_03_2.MOV,03,2,118,30.0,3.93,"(118, 1629)",100.0,100.0,44.92,44.92,7.91,success,
Size,size_05_1.MOV,05,1,129,30.0,4.3,"(129, 1629)",100.0,100.0,28.68,28.68,8.48,success,
Size,size_05_2.MOV,05,2,123,30.0,4.1,"(123, 1629)",100.0,100.0,44.72,43.9,10.95,success,
Size,size_06_1.MOV,06,1,118,30.0,3.93,"(118, 1629)",100.0,100.0,40.68,41.53,7.97,success,
Size,size_06_2.MOV,06,2,105,30.0,3.5,"(105, 1629)",100.0,100.0,36.19,35.24,7.09,success,
Small,Small_01_1.mov,01,1,111,30.0,3.7,"(111, 1629)",100.0,100.0,39.64,23.42,7.7,success,
Small,Small_01_2.mov,01,2,159,30.0,5.3,"(159, 1629)",100.0,100.0,50.94,19.5,13.44,success,
Small,Small_05_1.mov,05,1,105,30.0,3.5,"(105, 1629)",100.0,100.0,34.29,31.43,7.47,success,
Small,Small_05_2.mov,05,2,126,30.0,4.2,"(126, 1629)",100.0,100.0,39.68,36.51,9.28,success,
Small,Small_06_1.mov,06,1,75,30.0,2.5,"(75, 1629)",100.0,100.0,37.33,37.33,6.13,success,
Small,Small_06_2.mov,06,2,113,30.0,3.77,"(113, 1629)",100.0,100.0,40.71,40.71,11.08,success,
Source,Source_02_1.mov,02,1,96,30.0,3.2,"(96, 1629)",100.0,100.0,35.42,25.0,7.68,success,
Source,Source_02_2.mov,02,2,166,30.0,5.53,"(166, 1629)",100.0,100.0,55.42,31.33,11.51,success,
Source,Source_03_1.mov,03,1,123,30.0,4.1,"(123, 1629)",100.0,100.0,28.46,33.33,8.14,success,
Source,Source_03_2.mov,03,2,186,30.0,6.2,"(186, 1629)",100.0,100.0,45.16,51.61,16.37,success,
Source,Source_05_1.mov,05,1,122,30.0,4.07,"(122, 1629)",100.0,100.0,34.43,27.05,9.18,success,
Source,Source_05_2.mov,05,2,140,30.0,4.67,"(140, 1629)",100.0,100.0,45.0,37.14,9.79,success,
Specify,specify_03_1.MOV,03,1,128,30.0,4.27,"(128, 1629)",100.0,100.0,27.34,39.06,11.33,success,
Specify,specify_03_2.MOV,03,2,92,30.0,3.07,"(92, 1629)",100.0,100.0,18.48,31.52,6.3,success,
Specify,specify_05_1.MOV,05,1,122,30.0,4.07,"(122, 1629)",100.0,100.0,15.57,23.77,8.36,success,
Specify,specify_05_2.MOV,05,2,129,30.0,4.3,"(129, 1629)",100.0,100.0,30.23,37.21,8.78,success,
Specify,specify_06_1.MOV,06,1,98,30.0,3.27,"(98, 1629)",100.0,100.0,37.76,33.67,10.15,success,
Specify,specify_06_2.MOV,06,2,97,30.0,3.23,"(97, 1629)",100.0,100.0,26.8,27.84,6.92,success,
Stack,Stack_01_1.mov,01,1,134,30.0,4.47,"(134, 1629)",100.0,100.0,62.69,36.57,8.63,success,
Stack,Stack_01_2.mov,01,2,243,30.0,8.1,"(243, 1629)",100.0,100.0,59.67,37.86,15.81,success,
Stack,Stack_02_1.mov,02,1,103,30.0,3.43,"(103, 1629)",100.0,100.0,65.05,39.81,9.57,success,
Stack,Stack_02_2.mov,02,2,186,30.0,6.2,"(186, 1629)",100.0,100.0,75.81,48.92,12.39,success,
Stack,Stack_07_1.mp4,07,1,103,30.0,3.43,"(103, 1629)",100.0,100.0,73.79,64.08,4.03,success,
Start,Start_01_1.mov,01,1,133,30.0,4.43,"(133, 1629)",100.0,100.0,43.61,38.35,8.97,success,
Start,Start_01_2.mov,01,2,187,30.0,6.23,"(187, 1629)",100.0,100.0,47.06,40.64,16.07,success,
Start,Start_05_1.mov,05,1,121,30.0,4.03,"(121, 1629)",100.0,100.0,38.84,32.23,8.9,success,
Start,Start_05_2.mov,05,2,129,30.0,4.3,"(129, 1629)",100.0,100.0,50.39,50.39,9.38,success,
Start,Start_06_1.mov,06,1,81,30.0,2.7,"(81, 1629)",100.0,100.0,43.21,39.51,9.03,success,
Start,Start_06_2.mov,06,2,130,30.0,4.33,"(130, 1629)",100.0,100.0,56.15,54.62,9.82,success,
Step,Step_01_1.mov,01,1,151,30.0,5.03,"(151, 1629)",100.0,100.0,28.48,11.92,10.24,success,
Step,Step_01_2.mov,01,2,242,30.0,8.07,"(242, 1629)",100.0,100.0,42.56,28.51,17.19,success,
Step,Step_05_1.mov,05,1,129,30.0,4.3,"(129, 1629)",100.0,100.0,50.39,44.19,11.61,success,
Step,Step_05_2.mov,05,2,152,30.0,5.07,"(152, 1629)",100.0,100.0,55.26,51.97,11.01,success,
Step,Step_06_1.mov,06,1,123,30.0,4.1,"(123, 1629)",100.0,100.0,41.46,36.59,8.86,success,
Step,Step_06_2.mov,06,2,130,30.0,4.33,"(130, 1629)",100.0,100.0,48.46,62.31,8.66,success,
store,store_01_1.mov,01,1,147,30.0,4.9,"(147, 1629)",100.0,100.0,48.98,36.73,12.35,success,
store,store_01_2.mov,01,2,218,30.0,7.27,"(218, 1629)",100.0,100.0,52.75,38.99,15.39,success,
store,store_02_1.mov,02,1,205,30.0,6.83,"(205, 1629)",100.0,100.0,36.1,37.07,13.43,success,
store,store_02_2.mov,02,2,233,30.0,7.77,"(233, 1629)",100.0,100.0,51.5,52.36,17.62,success,
store,store_05_1.mov,05,1,177,30.0,5.9,"(177, 1629)",100.0,100.0,32.2,37.85,11.6,success,
store,store_05_2.mov,05,2,171,30.0,5.7,"(171, 1629)",100.0,100.0,40.94,44.44,11.09,success,
Straightforward- clear,Straightforward- clear_01_1.mov,01,1,120,30.0,4.0,"(120, 1629)",100.0,100.0,28.33,27.5,10.6,success,
Straightforward- clear,Straightforward- clear_01_2.mov,01,2,231,30.0,7.7,"(231, 1629)",100.0,100.0,44.16,33.77,14.96,success,
Straightforward- clear,Straightforward- clear_02_1.mov,02,1,93,30.0,3.1,"(93, 1629)",100.0,100.0,36.56,36.56,6.35,success,
Straightforward- clear,Straightforward- clear_02_2.mov,02,2,177,30.0,5.9,"(177, 1629)",100.0,100.0,49.15,51.41,12.47,success,
Straightforward- clear,Straightforward- clear_07_1.mp4,07,1,60,25.0,2.4,"(60, 1629)",100.0,100.0,63.33,61.67,4.95,success,
String,String_01_1.mov,01,1,119,30.0,3.97,"(119, 1629)",100.0,100.0,42.02,31.93,8.54,success,
String,String_01_2.mov,01,2,212,30.0,7.07,"(212, 1629)",100.0,100.0,49.06,41.04,13.74,success,
String,String_05_1.mov,05,1,115,30.0,3.83,"(115, 1629)",100.0,100.0,38.26,36.52,7.88,success,
String,String_05_2.mov,05,2,136,30.0,4.53,"(136, 1629)",100.0,100.0,48.53,45.59,12.15,success,
String,String_06_1.mov,06,1,104,30.0,3.47,"(104, 1629)",100.0,100.0,53.85,55.77,7.83,success,
String,String_06_2.mov,06,2,128,30.0,4.27,"(128, 1629)",100.0,100.0,57.81,57.81,9.01,success,
Strong,strong_01_1.MOV,01,1,136,30.0,4.53,"(136, 1629)",100.0,100.0,38.97,0.0,8.9,success,
Strong,strong_01_2.MOV,01,2,102,30.0,3.4,"(102, 1629)",100.0,100.0,21.57,0.0,9.63,success,
Strong,strong_02_1.MOV,02,1,144,30.0,4.8,"(144, 1629)",100.0,100.0,38.89,0.0,9.32,success,
Strong,strong_02_2.MOV,02,2,78,30.0,2.6,"(78, 1629)",100.0,100.0,32.05,0.0,5.14,success,
Strong,strong_07_1.mp4,07,1,49,25.0,1.96,"(49, 1629)",100.0,100.0,0.0,48.98,1.94,success,
Structure,Structure_02_1.MOV,02,1,203,30.0,6.77,"(203, 1629)",100.0,100.0,53.2,60.59,13.15,success,
Structure,Structure_02_2.MOV,02,2,147,30.0,4.9,"(147, 1629)",100.0,100.0,48.3,57.82,12.82,success,
Structure,Structure_03_1.MOV,03,1,231,30.0,7.7,"(231, 1629)",100.0,100.0,57.58,49.35,15.8,success,
Structure,Structure_03_2.MOV,03,2,121,30.0,4.03,"(121, 1629)",100.0,100.0,55.37,47.11,8.46,success,
Structure,Structure_07_1.mp4,07,1,206,59.94,3.44,"(206, 1629)",100.0,100.0,77.18,77.67,7.41,success,
Student,Student_01_1.MOV,01,1,217,30.0,7.23,"(217, 1629)",100.0,100.0,0.0,58.99,7.84,success,
Student,student_01_2.MOV,01,2,136,30.0,4.53,"(136, 1629)",100.0,100.0,0.0,36.03,4.89,success,
Student,student_02_1.MOV,02,1,128,30.0,4.27,"(128, 1629)",100.0,100.0,0.0,48.44,4.57,success,
Student,student_02_2.MOV,02,2,214,30.0,7.13,"(214, 1629)",100.0,100.0,0.0,66.82,7.5,success,
Student,student_07_1.mp4,07,1,49,25.0,1.96,"(49, 1629)",100.0,100.0,0.0,63.27,1.27,success,
Subtract,Subtract_01_1.mov,01,1,105,30.0,3.5,"(105, 1629)",100.0,100.0,29.52,0.0,6.51,success,
Subtract,Subtract_01_2.mov,01,2,157,30.0,5.23,"(157, 1629)",100.0,100.0,43.95,0.0,5.51,success,
Subtract,Subtract_05_1.mov,05,1,104,30.0,3.47,"(104, 1629)",100.0,100.0,21.15,0.0,3.71,success,
Subtract,Subtract_05_2.mov,05,2,100,30.0,3.33,"(100, 1629)",100.0,100.0,34.0,0.0,3.6,success,
Subtract,Subtract_06_1.mov,06,1,85,30.0,2.83,"(85, 1629)",100.0,100.0,24.71,0.0,3.09,success,
Subtract,Subtract_06_2.mov,06,2,83,30.0,2.77,"(83, 1629)",100.0,100.0,38.55,0.0,3.05,success,
Super key,Super Key_02_1.mov,02,1,117,30.0,3.9,"(117, 1629)",100.0,100.0,68.38,0.0,4.11,success,
Super key,Super Key_02_2.mov,02,2,199,30.0,6.63,"(199, 1629)",100.0,100.0,77.39,0.0,6.92,success,
Super key,Super Key_03_1.mov,03,1,151,30.0,5.03,"(151, 1629)",100.0,100.0,43.05,0.0,8.15,success,
Super key,Super Key_03_2.mov,03,2,274,30.0,9.13,"(274, 1629)",100.0,100.0,49.64,0.0,14.47,success,
Super key,Super Key_05_1.mov,05,1,143,30.0,4.77,"(143, 1629)",100.0,100.0,46.85,0.7,9.73,success,
Super key,Super Key_05_2.mov,05,2,165,30.0,5.5,"(165, 1629)",100.0,100.0,53.94,0.61,8.21,success,
System,system_03_1.mov,03,1,110,30.0,3.67,"(110, 1629)",100.0,100.0,44.55,47.27,10.22,success,
System,system_03_2.mov,03,2,151,30.0,5.03,"(151, 1629)",100.0,100.0,52.32,55.63,10.43,success,
System,system_05_1.mov,05,1,125,30.0,4.17,"(125, 1629)",100.0,100.0,36.0,30.4,7.84,success,
System,system_05_2.mov,05,2,137,30.0,4.57,"(137, 1629)",100.0,100.0,50.36,44.53,8.96,success,
System,system_06_1.mov,06,1,111,30.0,3.7,"(111, 1629)",100.0,100.0,33.33,35.14,10.76,success,
System,system_06_2.mov,06,2,127,30.0,4.23,"(127, 1629)",100.0,100.0,36.22,37.8,9.75,success,
Table,table_01_1.MOV,01,1,195,30.0,6.5,"(195, 1629)",100.0,100.0,30.26,58.97,14.29,success,
Table,table_01_2.MOV,01,2,102,30.0,3.4,"(102, 1629)",100.0,100.0,28.43,52.94,9.62,success,
Table,Table_02_1.MOV,02,1,123,30.0,4.1,"(123, 1629)",100.0,100.0,45.53,59.35,8.42,success,
Table,table_02_2.MOV,02,2,112,30.0,3.73,"(112, 1629)",100.0,100.0,51.79,60.71,7.63,success,
Table,table_07_1.mp4,07,1,212,59.94,3.54,"(212, 1629)",100.0,100.0,70.75,84.91,8.23,success,
Template,Template_01_1.MOV,01,1,82,30.0,2.73,"(82, 1629)",100.0,100.0,40.24,32.93,8.2,success,
Template,Template_01_2.MOV,01,2,139,30.0,4.63,"(139, 1629)",100.0,100.0,51.8,38.13,9.35,success,
Template,Template_02_1.MOV,02,1,145,30.0,4.83,"(145, 1629)",100.0,100.0,53.79,51.03,9.66,success,
Template,Template_02_2.MOV,02,2,62,30.0,2.07,"(62, 1629)",100.0,100.0,45.16,45.16,4.46,success,
Template,Template_07_1.mp4,07,1,66,29.97,2.2,"(66, 1629)",100.0,100.0,60.61,66.67,4.13,success,
Terminate-end,Terminate-end_01_1.mov,01,1,133,30.0,4.43,"(133, 1629)",100.0,100.0,42.86,60.15,11.36,success,
Terminate-end,Terminate-end_01_2.mov,01,2,215,30.0,7.17,"(215, 1629)",100.0,100.0,47.91,69.3,14.2,success,
Terminate-end,Terminate-end_02_1.mov,02,1,278,30.0,9.27,"(278, 1629)",100.0,100.0,44.24,68.71,18.68,success,
Terminate-end,Terminate-end_02_2.mov,02,2,213,30.0,7.1,"(213, 1629)",100.0,100.0,38.5,50.7,17.09,success,
Terminate-end,Terminate-end_05_1.mov,05,1,180,30.0,6.0,"(180, 1629)",100.0,100.0,33.89,30.0,12.04,success,
Terminate-end,Terminate-end_05_2.mov,05,2,175,30.0,5.83,"(175, 1629)",100.0,100.0,52.0,48.57,12.34,success,
Ternary,Ternary_02_1.mov,02,1,169,30.0,5.63,"(169, 1629)",100.0,100.0,67.46,8.88,14.56,success,
Ternary,Ternary_02_2.mov,02,2,322,30.0,10.73,"(322, 1629)",100.0,100.0,75.78,13.66,21.12,success,
Ternary,Ternary_03_1.mov,03,1,201,30.0,6.7,"(201, 1629)",100.0,100.0,63.68,18.91,10.95,success,
Ternary,Ternary_03_2.mov,03,2,307,30.0,10.23,"(307, 1629)",100.0,100.0,66.45,23.45,14.08,success,
Ternary,Ternary_05_1.mov,05,1,203,30.0,6.77,"(203, 1629)",100.0,100.0,39.41,5.91,13.09,success,
Ternary,Ternary_05_2.mov,05,2,227,30.0,7.57,"(227, 1629)",100.0,100.0,43.17,14.98,17.66,success,
Top,top_03_1.MOV,03,1,143,30.0,4.77,"(143, 1629)",100.0,100.0,53.15,30.07,10.21,success,
Top,top_03_2.MOV,03,2,127,30.0,4.23,"(127, 1629)",100.0,100.0,44.09,25.98,9.08,success,
Top,top_05_1.MOV,05,1,190,30.0,6.33,"(190, 1629)",100.0,100.0,45.79,27.37,15.45,success,
Top,top_05_2.MOV,05,2,149,30.0,4.97,"(149, 1629)",100.0,100.0,27.52,22.82,9.88,success,
Top,top_06_1.MOV,06,1,132,30.0,4.4,"(132, 1629)",100.0,100.0,50.0,34.85,8.87,success,
Top,top_06_2.MOV,06,2,111,30.0,3.7,"(111, 1629)",100.0,100.0,38.74,34.23,8.96,success,
Total-Summation,Total-Summation_01_1.mov,01,1,107,30.0,3.57,"(107, 1629)",100.0,100.0,45.79,45.79,7.18,success,
Total-Summation,Total-Summation_01_2.mov,01,2,188,30.0,6.27,"(188, 1629)",100.0,100.0,46.81,46.28,12.26,success,
Total-Summation,Total-Summation_05_1.mov,05,1,115,30.0,3.83,"(115, 1629)",100.0,100.0,27.83,25.22,7.41,success,
Total-Summation,Total-Summation_05_2.mov,05,2,123,30.0,4.1,"(123, 1629)",100.0,100.0,32.52,30.89,10.6,success,
Total-Summation,Total-Summation_06_1.mov,06,1,113,30.0,3.77,"(113, 1629)",100.0,100.0,37.17,34.51,7.51,success,
Total-Summation,Total-Summation_06_2.mov,06,2,119,30.0,3.97,"(119, 1629)",100.0,100.0,49.58,47.9,7.83,success,
Transaction,Transaction_01_1.mov,01,1,100,30.0,3.33,"(100, 1629)",100.0,100.0,32.0,34.0,6.97,success,
Transaction,Transaction_01_2.mov,01,2,164,30.0,5.47,"(164, 1629)",100.0,100.0,16.46,34.15,14.68,success,
Transaction,Transaction_05_1.mov,05,1,101,30.0,3.37,"(101, 1629)",100.0,100.0,32.67,0.0,7.35,success,
Transaction,Transaction_05_2.mov,05,2,111,30.0,3.7,"(111, 1629)",100.0,100.0,45.95,0.0,8.13,success,
Transaction,Transaction_06_1.mov,06,1,73,30.0,2.43,"(73, 1629)",100.0,100.0,19.18,0.0,5.07,success,
Transaction,Transaction_06_2.mov,06,2,89,30.0,2.97,"(89, 1629)",100.0,100.0,41.57,0.0,8.8,success,
Transform,Transform_01_1.mov,01,1,82,30.0,2.73,"(82, 1629)",100.0,100.0,36.59,0.0,6.11,success,
Transform,Transform_01_2.mov,01,2,196,30.0,6.53,"(196, 1629)",100.0,100.0,46.43,0.0,13.86,success,
Transform,Transform_02_1.mov,02,1,89,30.0,2.97,"(89, 1629)",100.0,100.0,38.2,0.0,6.13,success,
Transform,Transform_02_2.mov,02,2,193,30.0,6.43,"(193, 1629)",100.0,100.0,54.92,0.0,14.89,success,
Transform,Transform_07_1.mp4,07,1,54,25.0,2.16,"(54, 1629)",100.0,100.0,0.0,64.81,2.23,success,
Under-down-below,Under-down-below_01_1.mov,01,1,121,30.0,4.03,"(121, 1629)",100.0,100.0,34.71,0.0,7.48,success,
Under-down-below,Under-down-below_01_2.mov,01,2,167,30.0,5.57,"(167, 1629)",100.0,100.0,47.31,0.0,10.14,success,
Under-down-below,Under-down-below_05_1.mov,05,1,84,30.0,2.8,"(84, 1629)",100.0,100.0,28.57,0.0,8.28,success,
Under-down-below,Under-down-below_05_2.mov,05,2,106,30.0,3.53,"(106, 1629)",100.0,100.0,49.06,0.0,6.78,success,
Under-down-below,Under-down-below_06_1.mov,06,1,89,30.0,2.97,"(89, 1629)",100.0,100.0,33.71,0.0,5.83,success,
Under-down-below,Under-down-below_06_2.mov,06,2,94,30.0,3.13,"(94, 1629)",100.0,100.0,45.74,0.0,6.13,success,
Union,union_01_1.MOV,01,1,121,30.0,4.03,"(121, 1629)",100.0,100.0,41.32,41.32,7.93,success,
Union,union_01_2.MOV,01,2,210,30.0,7.0,"(210, 1629)",100.0,100.0,55.24,53.33,15.57,success,
Union,union_02_1.MOV,02,1,220,30.0,7.33,"(220, 1629)",100.0,100.0,53.18,53.18,15.13,success,
Union,union_02_2.MOV,02,2,116,30.0,3.87,"(116, 1629)",100.0,100.0,50.86,50.0,7.64,success,
Union,union_07_1.mp4,07,1,282,59.94,4.7,"(282, 1629)",100.0,100.0,58.51,99.65,13.23,success,
Unnecessary,Unnecessary_02_1.mov,02,1,90,30.0,3.0,"(90, 1629)",100.0,100.0,66.67,0.0,5.69,success,
Unnecessary,Unnecessary_02_2.mov,02,2,192,30.0,6.4,"(192, 1629)",100.0,100.0,73.96,0.0,12.8,success,
Unnecessary,Unnecessary_03_1.mov,03,1,134,30.0,4.47,"(134, 1629)",100.0,100.0,57.46,0.0,8.9,success,
Unnecessary,Unnecessary_03_2.mov,03,2,188,30.0,6.27,"(188, 1629)",100.0,100.0,59.04,0.0,13.78,success,
