label,video,signer_id,repetition_id,raw_frames,fps,raw_duration_seconds,start_frame,end_frame,active_frames,active_duration_seconds,trim_percent,overall_left_rate,overall_right_rate,active_left_rate,active_right_rate,motion_threshold
Priority,Priority_01_2.mov,01,2,249,30.0,8.3,50,245,196,6.533,21.29,59.04,34.54,75.0,42.86,0.01173492
Priority,Priority_05_1.mov,05,1,136,30.0,4.533,37,127,91,3.033,33.09,37.5,38.97,56.04,58.24,0.00804934
Priority,Priority_05_2.mov,05,2,150,30.0,5.0,37,135,99,3.3,34.0,44.67,42.67,67.68,64.65,0.00735989
Priority,Priority_06_1.mov,06,1,134,30.0,4.467,16,118,103,3.433,23.13,53.73,55.97,69.9,72.82,0.00983035
Priority,Priority_06_2.mov,06,2,172,30.0,5.733,25,169,145,4.833,15.7,62.21,67.44,73.79,80.0,0.01013407
Private,private_03_1.MOV,03,1,103,30.0,3.433,0,102,103,3.433,0.0,55.34,0.0,55.34,0.0,0.00842169
Private,private_03_2.MOV,03,2,94,30.0,3.133,21,79,59,1.967,37.23,36.17,0.0,57.63,0.0,0.00811095
Private,private_05_1.MOV,05,1,126,30.0,4.2,25,118,94,3.133,25.4,43.65,0.0,58.51,0.0,0.00477366
Private,private_05_2.MOV,05,2,113,30.0,3.767,30,103,74,2.467,34.51,38.94,0.0,59.46,0.0,0.00623033
Private,private_06_1.MOV,06,1,93,30.0,3.1,26,80,55,1.833,40.86,33.33,0.0,56.36,0.0,0.00716405
Private,private_06_2.MOV,06,2,89,30.0,2.967,30,83,54,1.8,39.33,35.96,0.0,59.26,0.0,0.00661516
Procedure,procedure_01_1.MOV,01,1,228,30.0,7.6,35,226,192,6.4,15.79,72.81,73.25,86.46,86.98,0.01196378
Procedure,procedure_01_2.MOV,01,2,128,30.0,4.267,17,115,99,3.3,22.66,49.22,53.91,63.64,69.7,0.01025272
Procedure,procedure_02_1.MOV,02,1,207,30.0,6.9,14,202,189,6.3,8.7,79.23,79.23,86.77,86.77,0.01088289
Procedure,procedure_02_2.MOV,02,2,100,30.0,3.333,10,98,89,2.967,11.0,67.0,62.0,75.28,69.66,0.01422523
Procedure,procedure_07_1.mp4,07,1,194,59.94,3.237,0,187,188,3.136,3.09,78.87,81.44,81.38,84.04,0.01024213
Produce,produce_01_1.MOV,01,1,183,30.0,6.1,36,176,141,4.7,22.95,61.75,61.2,75.89,79.43,0.00656188
Produce,Produce_01_2.MOV,01,2,133,30.0,4.433,14,125,112,3.733,15.79,71.43,66.17,83.93,78.57,0.00785385
Produce,produce_02_1.MOV,02,1,164,30.0,5.467,8,147,140,4.667,14.63,54.27,72.56,63.57,85.0,0.00882419
Produce,Produce_02_2.MOV,02,2,102,30.0,3.4,11,101,91,3.033,10.78,99.02,99.02,98.9,98.9,0.01142427
Produce,produce_07_1.mp4,07,1,198,59.94,3.303,5,191,187,3.12,5.56,75.25,65.66,79.68,69.52,0.00420991
Program,program_01_1.mov,01,1,188,30.0,6.267,36,161,126,4.2,32.98,38.3,54.26,57.14,80.95,0.00914043
Program,program_01_2.mov,01,2,260,30.0,8.667,33,237,205,6.833,21.15,50.38,67.69,63.9,85.85,0.00806533
Program,program_02_1.mov,02,1,228,30.0,7.6,24,145,122,4.067,46.49,37.28,35.96,69.67,67.21,0.0075396
Program,program_02_2.mov,02,2,243,30.0,8.1,42,212,171,5.7,29.63,49.79,54.32,70.76,77.19,0.00759935
Program,program_05_1.mov,05,1,197,30.0,6.567,42,158,117,3.9,40.61,48.73,44.16,82.05,74.36,0.00856267
Program,program_05_2.mov,05,2,177,30.0,5.9,42,169,128,4.267,27.68,58.76,52.54,81.25,72.66,0.00777102
Prompt,Prompt_02_1.mov,02,1,116,30.0,3.867,7,98,92,3.067,20.69,48.28,44.83,60.87,56.52,0.00919099
Prompt,Prompt_02_2.mov,02,2,167,30.0,5.567,30,148,119,3.967,28.74,55.69,53.29,78.15,74.79,0.00886337
Prompt,Prompt_03_1.mov,03,1,133,30.0,4.433,32,125,94,3.133,29.32,40.6,38.35,57.45,54.26,0.0065283
Prompt,Prompt_03_2.mov,03,2,197,30.0,6.567,30,194,165,5.5,16.24,55.84,56.35,66.67,67.27,0.00563807
Prompt,Prompt_05_1.mov,05,1,153,30.0,5.1,28,152,125,4.167,18.3,45.1,41.18,55.2,50.4,0.01419541
Prompt,Prompt_05_2.mov,05,2,181,30.0,6.033,30,160,131,4.367,27.62,53.59,46.41,74.05,64.12,0.01291073
Public,public_03_1.MOV,03,1,142,30.0,4.733,35,141,107,3.567,24.65,51.41,54.23,68.22,71.96,0.00927741
Public,public_03_2.MOV,03,2,105,30.0,3.5,21,100,80,2.667,23.81,51.43,47.62,67.5,62.5,0.01356801
Public,public_05_1.MOV,05,1,131,30.0,4.367,43,130,88,2.933,32.82,51.91,51.15,77.27,76.14,0.00787723
Public,public_05_2.MOV,05,2,116,30.0,3.867,26,108,83,2.767,28.45,50.0,48.28,69.88,67.47,0.01050282
Public,public_06_1.MOV,06,1,109,30.0,3.633,28,95,68,2.267,37.61,36.7,35.78,58.82,57.35,0.00942082
Public,public_06_2.MOV,06,2,110,30.0,3.667,30,89,60,2.0,45.45,32.73,34.55,60.0,63.33,0.01155568
Queue,Queue_01_1.mov,01,1,161,30.0,5.367,27,149,123,4.1,23.6,36.65,43.48,47.97,56.91,0.00841046
Queue,Queue_01_2.mov,01,2,232,30.0,7.733,53,231,179,5.967,22.84,39.22,55.17,50.84,71.51,0.00931325
Queue,Queue_05_1.mov,05,1,106,30.0,3.533,38,100,63,2.1,40.57,29.25,29.25,49.21,49.21,0.00977826
Queue,Queue_05_2.mov,05,2,109,30.0,3.633,0,108,109,3.633,0.0,29.36,32.11,29.36,32.11,0.00714393
Queue,Queue_06_1.mov,06,1,102,30.0,3.4,21,91,71,2.367,30.39,34.31,33.33,49.3,47.89,0.01144102
Queue,Queue_06_2.mov,06,2,104,30.0,3.467,21,96,76,2.533,26.92,44.23,37.5,60.53,51.32,0.01145593
Rear,Rear_01_1.mov,01,1,179,30.0,5.967,45,159,115,3.833,35.75,45.81,0.0,71.3,0.0,0.00354479
Rear,Rear_01_2.mov,01,2,121,30.0,4.033,24,84,61,2.033,49.59,26.45,0.0,52.46,0.0,0.00477607
Rear,Rear_05_1.mov,05,1,106,30.0,3.533,0,105,106,3.533,0.0,34.91,0.0,34.91,0.0,0.00489365
Rear,Rear_05_2.mov,05,2,126,30.0,4.2,33,125,93,3.1,26.19,45.24,0.0,61.29,0.0,0.00594675
Rear,Rear_06_1.mov,06,1,98,30.0,3.267,23,77,55,1.833,43.88,23.47,0.0,41.82,0.0,0.00914879
Rear,Rear_06_2.mov,06,2,122,30.0,4.067,32,110,79,2.633,35.25,36.07,0.0,55.7,0.0,0.00660747
Rectangle,rectangle_01_1.MOV,01,1,162,30.0,5.4,17,146,130,4.333,19.75,51.23,50.0,63.85,62.31,0.0091539
Rectangle,rectangle_01_2.MOV,01,2,93,30.0,3.1,11,90,80,2.667,13.98,46.24,41.94,53.75,48.75,0.013887
Rectangle,rectangle_02_1.MOV,02,1,192,30.0,6.4,22,170,149,4.967,22.4,55.73,57.29,71.81,73.83,0.00644035
Rectangle,rectangle_02_2.MOV,02,2,102,30.0,3.4,12,94,83,2.767,18.63,47.06,44.12,57.83,54.22,0.01006795
Rectangle,rectangle_07_1.mp4,07,1,69,25.0,2.76,4,63,60,2.4,13.04,63.77,62.32,73.33,71.67,0.01375782
Relation,Relation_02_1.MOV,02,1,197,30.0,6.567,29,177,149,4.967,24.37,53.81,34.52,71.14,45.64,0.00920056
Relation,Relation_02_2.MOV,02,2,142,30.0,4.733,21,130,110,3.667,22.54,51.41,33.1,66.36,42.73,0.00977913
Relation,Relation_03_1.MOV,03,1,146,30.0,4.867,15,131,117,3.9,19.86,57.53,19.86,71.79,24.79,0.01174
Relation,Relation_03_2.MOV,03,2,100,30.0,3.333,6,85,80,2.667,20.0,43.0,32.0,53.75,40.0,0.01044748
Relation,Relation_05_1.mov,05,1,172,30.0,5.733,40,164,125,4.167,27.33,55.23,48.26,76.0,66.4,0.00796442
Relation,Relation_05_2.mov,05,2,202,30.0,6.733,48,170,123,4.1,39.11,44.55,42.57,73.17,69.92,0.00769692
Represent,Represent_01_1.MOV,01,1,181,30.0,6.033,32,162,131,4.367,27.62,44.75,18.78,61.83,25.95,0.0067933
Represent,Represent_01_2.MOV,01,2,95,30.0,3.167,13,78,66,2.2,30.53,35.79,15.79,51.52,22.73,0.0089685
Represent,Represent_02_1.MOV,02,1,166,30.0,5.533,13,157,145,4.833,12.65,72.29,45.78,82.76,52.41,0.01209152
Represent,Represent_02_2.MOV,02,2,84,30.0,2.8,0,80,81,2.7,3.57,71.43,51.19,74.07,53.09,0.01352425
Represent,Represent_07_1.mp4,07,1,75,30.0,2.5,4,72,69,2.3,8.0,66.67,60.0,72.46,65.22,0.01534071
Reserved,Reserved_02_1.mov,02,1,112,30.0,3.733,19,111,93,3.1,16.96,40.18,0.89,48.39,1.08,0.00739332
Reserved,Reserved_02_2.mov,02,2,146,30.0,4.867,44,143,100,3.333,31.51,38.36,5.48,56.0,8.0,0.00532824
Reserved,Reserved_03_1.mov,03,1,98,30.0,3.267,10,77,68,2.267,30.61,41.84,23.47,60.29,33.82,0.01102321
Reserved,Reserved_03_2.mov,03,2,152,30.0,5.067,18,139,122,4.067,19.74,49.34,37.5,61.48,46.72,0.00835312
Reserved,Reserved_06_1.mov,06,1,88,30.0,2.933,27,82,56,1.867,36.36,34.09,31.82,53.57,50.0,0.01158565
Reserved,Reserved_06_2.mov,06,2,116,30.0,3.867,37,115,79,2.633,31.9,41.38,32.76,60.76,48.1,0.00799027
Row,row_01_1.MOV,01,1,124,30.0,4.133,19,121,103,3.433,16.94,0.0,60.48,0.0,72.82,0.00756342
Row,row_01_2.MOV,01,2,80,30.0,2.667,0,55,56,1.867,30.0,0.0,27.5,0.0,39.29,0.00805957
Row,row_02_1.MOV,02,1,101,30.0,3.367,0,87,88,2.933,12.87,0.0,65.35,0.0,75.0,0.00941891
Row,row_02_2.MOV,02,2,55,30.0,1.833,0,45,46,1.533,16.36,0.0,56.36,0.0,67.39,0.01159407
Row,row_07_1.mp4,07,1,194,59.94,3.237,1,167,167,2.786,13.92,73.2,100.0,76.65,100.0,0.00475819
Rules,Rules_02_1.mov,02,1,148,30.0,4.933,13,145,133,4.433,10.14,33.78,0.0,37.59,0.0,0.00561498
Rules,Rules_02_2.mov,02,2,176,30.0,5.867,28,175,148,4.933,15.91,40.34,0.0,47.97,0.0,0.00572626
Rules,Rules_03_1.mov,03,1,134,30.0,4.467,20,120,101,3.367,24.63,50.0,0.0,66.34,0.0,0.00691524
Rules,Rules_03_2.mov,03,2,207,30.0,6.9,35,204,170,5.667,17.87,65.7,0.0,80.0,0.0,0.00569308
Rules,Rules_06_1.mov,06,1,98,30.0,3.267,21,92,72,2.4,26.53,48.98,0.0,66.67,0.0,0.00632236
Rules,Rules_06_2.mov,06,2,119,30.0,3.967,25,118,94,3.133,21.01,59.66,0.0,75.53,0.0,0.00600945
Run,Run_02_1.mov,02,1,83,30.0,2.767,14,73,60,2.0,27.71,34.94,37.35,48.33,51.67,0.0079072
Run,Run_02_2.mov,02,2,113,30.0,3.767,24,105,82,2.733,27.43,46.9,48.67,64.63,67.07,0.00874802
Run,Run_03_1.mov,03,1,107,30.0,3.567,20,94,75,2.5,29.91,41.12,40.19,58.67,57.33,0.00817794
Run,Run_03_2.mov,03,2,178,30.0,5.933,0,167,168,5.6,5.62,45.51,46.07,48.21,48.81,0.0055437
Run,Run_05_1.mov,05,1,134,30.0,4.467,41,108,68,2.267,49.25,27.61,26.12,54.41,51.47,0.01002111
Run,Run_05_2.mov,05,2,148,30.0,4.933,24,129,106,3.533,28.38,45.27,45.27,63.21,63.21,0.00953063
Run time error,Run time error_02_1.mov,02,1,159,30.0,5.3,14,144,131,4.367,17.61,63.52,0.0,77.1,0.0,0.00473036
Run time error,Run time error_02_2.mov,02,2,123,30.0,4.1,14,103,90,3.0,26.83,48.78,0.0,66.67,0.0,0.00472474
Run time error,Run time error_03_1.mov,03,1,176,30.0,5.867,24,169,146,4.867,17.05,60.23,0.0,72.6,0.0,0.00457795
Run time error,Run time error_03_2.mov,03,2,159,30.0,5.3,0,158,159,5.3,0.0,60.38,0.0,60.38,0.0,0.00437216
Run time error,Run time error_05_1.mov,05,1,114,30.0,3.8,27,104,78,2.6,31.58,44.74,0.0,65.38,0.0,0.00494968
Run time error,Run time error_05_2.mov,05,2,128,30.0,4.267,15,121,107,3.567,16.41,62.5,0.0,74.77,0.0,0.0054154
Semicolon,Semicolon_01_1.mov,01,1,123,30.0,4.1,14,110,97,3.233,21.14,40.65,0.0,51.55,0.0,0.00481567
Semicolon,Semicolon_01_2.mov,01,2,242,30.0,8.067,0,228,229,7.633,5.37,60.74,0.0,64.19,0.0,0.00385699
Semicolon,Semicolon_05_1.mov,05,1,114,30.0,3.8,24,86,63,2.1,44.74,31.58,0.0,57.14,0.0,0.00598766
Semicolon,Semicolon_05_2.mov,05,2,110,30.0,3.667,16,101,86,2.867,21.82,50.0,0.0,63.95,0.0,0.00697039
Semicolon,Semicolon_06_1.mov,06,1,91,30.0,3.033,17,86,70,2.333,23.08,48.35,0.0,62.86,0.0,0.00500456
Semicolon,Semicolon_06_2.mov,06,2,101,30.0,3.367,11,94,84,2.8,16.83,56.44,0.0,67.86,0.0,0.00509024
Sequence,Sequence_01_1.mov,01,1,148,30.0,4.933,17,122,106,3.533,28.38,39.86,27.03,55.66,37.74,0.00852325
Sequence,Sequence_01_2.mov,01,2,100,30.0,3.333,11,84,74,2.467,26.0,37.0,25.0,50.0,33.78,0.00804916
Sequence,Sequence_05_1.mov,05,1,126,30.0,4.2,32,113,82,2.733,34.92,46.83,40.48,71.95,62.2,0.01267956
Sequence,Sequence_05_2.mov,05,2,108,30.0,3.6,33,101,69,2.3,36.11,37.04,37.04,57.97,57.97,0.01147022
Sequence,Sequence_06_1.mov,06,1,107,30.0,3.567,26,99,74,2.467,30.84,39.25,43.93,56.76,63.51,0.00993129
Sequence,Sequence_06_2.mov,06,2,126,30.0,4.2,21,116,96,3.2,23.81,53.17,52.38,69.79,68.75,0.00988738
Server,Server_01_1.mov,01,1,160,30.0,5.333,11,132,122,4.067,23.75,54.37,51.88,71.31,68.03,0.0230947
Server,Server_01_2.mov,01,2,203,30.0,6.767,0,202,203,6.767,0.0,79.31,77.34,79.31,77.34,0.02199248
Server,Server_02_1.mov,02,1,212,30.0,7.067,0,192,193,6.433,8.96,73.11,60.38,80.31,66.32,0.0201943
Server,Server_02_2.mov,02,2,379,30.0,12.633,2,338,337,11.233,11.08,67.02,60.42,75.37,67.95,0.01393993
Server,Server_07_1.mp4,07,1,156,30.0,5.2,6,150,145,4.833,7.05,79.49,78.21,85.52,84.14,0.01621292
Simple_Basic,Simple_Basic_01_1.MOV,01,1,158,30.0,5.267,0,157,158,5.267,0.0,0.0,59.49,0.0,59.49,0.00433627
Simple_Basic,Simple_Basic_01_2.MOV,01,2,85,30.0,2.833,20,84,65,2.167,23.53,0.0,45.88,0.0,60.0,0.00844174
Simple_Basic,Simple_Basic_02_1.MOV,02,1,225,30.0,7.5,38,212,175,5.833,22.22,0.0,46.67,0.0,60.0,0.00314506
Simple_Basic,Simple_Basic_02_2.MOV,02,2,96,30.0,3.2,15,84,70,2.333,27.08,0.0,44.79,0.0,61.43,0.00539612
Simple_Basic,Simple_Basic_07_1.mp4,07,1,168,59.94,2.803,11,166,156,2.603,7.14,0.0,68.45,0.0,73.72,0.004231
Size,size_03_1.MOV,03,1,135,30.0,4.5,30,119,90,3.0,33.33,49.63,48.89,74.44,73.33,0.011559
Size,size_03_2.MOV,03,2,118,30.0,3.933,16,94,79,2.633,33.05,44.92,44.92,67.09,67.09,0.01165651
Size,size_05_1.MOV,05,1,129,30.0,4.3,35,102,68,2.267,47.29,28.68,28.68,54.41,54.41,0.01084564
Size,size_05_2.MOV,05,2,123,30.0,4.1,28,116,89,2.967,27.64,44.72,43.9,61.8,60.67,0.00718152
Size,size_06_1.MOV,06,1,118,30.0,3.933,24,103,80,2.667,32.2,40.68,41.53,60.0,61.25,0.00900429
Size,size_06_2.MOV,06,2,105,30.0,3.5,17,81,65,2.167,38.1,36.19,35.24,58.46,56.92,0.01094153
Small,Small_01_1.mov,01,1,111,30.0,3.7,18,94,77,2.567,30.63,39.64,23.42,57.14,33.77,0.00789589
Small,Small_01_2.mov,01,2,159,30.0,5.3,33,147,115,3.833,27.67,50.94,19.5,70.43,26.96,0.00758947
Small,Small_05_1.mov,05,1,105,30.0,3.5,28,87,60,2.0,42.86,34.29,31.43,60.0,55.0,0.01019174
Small,Small_05_2.mov,05,2,126,30.0,4.2,35,125,91,3.033,27.78,39.68,36.51,54.95,50.55,0.00679541
Small,Small_06_1.mov,06,1,75,30.0,2.5,18,73,56,1.867,25.33,37.33,37.33,50.0,50.0,0.01055727
Small,Small_06_2.mov,06,2,113,30.0,3.767,29,104,76,2.533,32.74,40.71,40.71,60.53,60.53,0.00799459
Source,Source_02_1.mov,02,1,96,30.0,3.2,7,70,64,2.133,33.33,35.42,25.0,53.12,37.5,0.01380722
Source,Source_02_2.mov,02,2,166,30.0,5.533,34,158,125,4.167,24.7,55.42,31.33,73.6,41.6,0.01299337
Source,Source_03_1.mov,03,1,123,30.0,4.1,33,110,78,2.6,36.59,28.46,33.33,44.87,52.56,0.01455106
Source,Source_03_2.mov,03,2,186,30.0,6.2,37,170,134,4.467,27.96,45.16,51.61,62.69,71.64,0.00905945
Source,Source_05_1.mov,05,1,122,30.0,4.067,23,87,65,2.167,46.72,34.43,27.05,64.62,50.77,0.01272366
Source,Source_05_2.mov,05,2,140,30.0,4.667,32,121,90,3.0,35.71,45.0,37.14,70.0,57.78,0.0122973
Specify,specify_03_1.MOV,03,1,128,30.0,4.267,24,123,100,3.333,21.88,27.34,39.06,35.0,50.0,0.00919374
Specify,specify_03_2.MOV,03,2,92,30.0,3.067,12,73,62,2.067,32.61,18.48,31.52,27.42,46.77,0.01065952
Specify,specify_05_1.MOV,05,1,122,30.0,4.067,32,100,69,2.3,43.44,15.57,23.77,27.54,42.03,0.00760182
Specify,specify_05_2.MOV,05,2,129,30.0,4.3,32,113,82,2.733,36.43,30.23,37.21,47.56,58.54,0.00879847
Specify,specify_06_1.MOV,06,1,98,30.0,3.267,35,94,60,2.0,38.78,37.76,33.67,61.67,55.0,0.00993102
Specify,specify_06_2.MOV,06,2,97,30.0,3.233,27,79,53,1.767,45.36,26.8,27.84,49.06,50.94,0.00864484
Stack,Stack_01_1.mov,01,1,134,30.0,4.467,3,118,116,3.867,13.43,62.69,36.57,72.41,42.24,0.01376855
Stack,Stack_01_2.mov,01,2,243,30.0,8.1,28,222,195,6.5,19.75,59.67,37.86,74.36,47.18,0.01194332
Stack,Stack_02_1.mov,02,1,103,30.0,3.433,0,92,93,3.1,9.71,65.05,39.81,72.04,44.09,0.016132
Stack,Stack_02_2.mov,02,2,186,30.0,6.2,7,183,177,5.9,4.84,75.81,48.92,79.66,51.41,0.01162427
Stack,Stack_07_1.mp4,07,1,103,30.0,3.433,0,96,97,3.233,5.83,73.79,64.08,78.35,68.04,0.0128001
Start,Start_01_1.mov,01,1,133,30.0,4.433,23,115,93,3.1,30.08,43.61,38.35,62.37,54.84,0.00767634
Start,Start_01_2.mov,01,2,187,30.0,6.233,22,152,131,4.367,29.95,47.06,40.64,67.18,58.02,0.00825819
Start,Start_05_1.mov,05,1,121,30.0,4.033,22,95,74,2.467,38.84,38.84,32.23,63.51,52.7,0.00675437
Start,Start_05_2.mov,05,2,129,30.0,4.3,21,115,95,3.167,26.36,50.39,50.39,68.42,68.42,0.00701207
Start,Start_06_1.mov,06,1,81,30.0,2.7,20,80,61,2.033,24.69,43.21,39.51,57.38,52.46,0.00807098
Start,Start_06_2.mov,06,2,130,30.0,4.333,26,129,104,3.467,20.0,56.15,54.62,70.19,68.27,0.00653967
Step,Step_01_1.mov,01,1,151,30.0,5.033,23,126,104,3.467,31.13,28.48,11.92,41.35,17.31,0.00833283
Step,Step_01_2.mov,01,2,242,30.0,8.067,34,222,189,6.3,21.9,42.56,28.51,54.5,36.51,0.00820634
Step,Step_05_1.mov,05,1,129,30.0,4.3,36,128,93,3.1,27.91,50.39,44.19,69.89,61.29,0.00697267
Step,Step_05_2.mov,05,2,152,30.0,5.067,39,151,113,3.767,25.66,55.26,51.97,74.34,69.91,0.00692753
Step,Step_06_1.mov,06,1,123,30.0,4.1,26,101,76,2.533,38.21,41.46,36.59,67.11,59.21,0.01042813
Step,Step_06_2.mov,06,2,130,30.0,4.333,17,123,107,3.567,17.69,48.46,62.31,58.88,75.7,0.01098879
store,store_01_1.mov,01,1,147,30.0,4.9,17,111,95,3.167,35.37,48.98,36.73,75.79,56.84,0.0067809
store,store_01_2.mov,01,2,218,30.0,7.267,26,178,153,5.1,29.82,52.75,38.99,75.16,55.56,0.00467976
store,store_02_1.mov,02,1,205,30.0,6.833,36,147,112,3.733,45.37,36.1,37.07,66.07,67.86,0.00828903
store,store_02_2.mov,02,2,233,30.0,7.767,27,180,154,5.133,33.91,51.5,52.36,77.92,79.22,0.00750405
store,store_05_1.mov,05,1,177,30.0,5.9,25,121,97,3.233,45.2,32.2,37.85,58.76,69.07,0.00802171
store,store_05_2.mov,05,2,171,30.0,5.7,33,138,106,3.533,38.01,40.94,44.44,66.04,71.7,0.00838212
Straightforward- clear,Straightforward- clear_01_1.mov,01,1,120,30.0,4.0,0,84,85,2.833,29.17,28.33,27.5,40.0,38.82,0.01069026
Straightforward- clear,Straightforward- clear_01_2.mov,01,2,231,30.0,7.7,54,187,134,4.467,41.99,44.16,33.77,76.12,58.21,0.00760334
Straightforward- clear,Straightforward- clear_02_1.mov,02,1,93,30.0,3.1,19,82,64,2.133,31.18,36.56,36.56,53.12,53.12,0.01101583
Straightforward- clear,Straightforward- clear_02_2.mov,02,2,177,30.0,5.9,43,168,126,4.2,28.81,49.15,51.41,69.05,72.22,0.00602448
Straightforward- clear,Straightforward- clear_07_1.mp4,07,1,60,25.0,2.4,0,52,53,2.12,11.67,63.33,61.67,71.7,69.81,0.01979745
String,String_01_1.mov,01,1,119,30.0,3.967,14,99,86,2.867,27.73,42.02,31.93,58.14,44.19,0.00913752
String,String_01_2.mov,01,2,212,30.0,7.067,19,188,170,5.667,19.81,49.06,41.04,61.18,51.18,0.00543654
String,String_05_1.mov,05,1,115,30.0,3.833,37,105,69,2.3,40.0,38.26,36.52,63.77,60.87,0.0087635
String,String_05_2.mov,05,2,136,30.0,4.533,34,127,94,3.133,30.88,48.53,45.59,70.21,65.96,0.00621415
String,String_06_1.mov,06,1,104,30.0,3.467,19,99,81,2.7,22.12,53.85,55.77,69.14,71.6,0.01198214
String,String_06_2.mov,06,2,128,30.0,4.267,26,124,99,3.3,22.66,57.81,57.81,74.75,74.75,0.00886233
Strong,strong_01_1.MOV,01,1,136,30.0,4.533,33,123,91,3.033,33.09,38.97,0.0,58.24,0.0,0.00493903
Strong,strong_01_2.MOV,01,2,102,30.0,3.4,29,86,58,1.933,43.14,21.57,0.0,37.93,0.0,0.00696919
Strong,strong_02_1.MOV,02,1,144,30.0,4.8,45,126,82,2.733,43.06,38.89,0.0,68.29,0.0,0.00408504
Strong,strong_02_2.MOV,02,2,78,30.0,2.6,17,68,52,1.733,33.33,32.05,0.0,48.08,0.0,0.005254
Strong,strong_07_1.mp4,07,1,49,25.0,1.96,2,44,43,1.72,12.24,0.0,48.98,0.0,55.81,0.01263532
Structure,Structure_02_1.MOV,02,1,203,30.0,6.767,39,202,164,5.467,19.21,53.2,60.59,65.85,75.0,0.00961574
Structure,Structure_02_2.MOV,02,2,147,30.0,4.9,19,134,116,3.867,21.09,48.3,57.82,61.21,73.28,0.01293577
Structure,Structure_03_1.MOV,03,1,231,30.0,7.7,47,215,169,5.633,26.84,57.58,49.35,78.7,67.46,0.00653346
Structure,Structure_03_2.MOV,03,2,121,30.0,4.033,11,116,106,3.533,12.4,55.37,47.11,63.21,53.77,0.00845911
Structure,Structure_07_1.mp4,07,1,206,59.94,3.437,4,200,197,3.287,4.37,77.18,77.67,80.71,81.22,0.00768489
Student,Student_01_1.MOV,01,1,217,30.0,7.233,51,214,164,5.467,24.42,0.0,58.99,0.0,78.05,0.00516308
Student,student_01_2.MOV,01,2,136,30.0,4.533,34,125,92,3.067,32.35,0.0,36.03,0.0,53.26,0.00850606
Student,student_02_1.MOV,02,1,128,30.0,4.267,24,118,95,3.167,25.78,0.0,48.44,0.0,65.26,0.00546499
Student,student_02_2.MOV,02,2,214,30.0,7.133,22,200,179,5.967,16.36,0.0,66.82,0.0,79.89,0.00524702
Student,student_07_1.mp4,07,1,49,25.0,1.96,4,48,45,1.8,8.16,0.0,63.27,0.0,68.89,0.01727751
Subtract,Subtract_01_1.mov,01,1,105,30.0,3.5,19,79,61,2.033,41.9,29.52,0.0,50.82,0.0,0.00398335
Subtract,Subtract_01_2.mov,01,2,157,30.0,5.233,0,135,136,4.533,13.38,43.95,0.0,50.74,0.0,0.00436692
Subtract,Subtract_05_1.mov,05,1,104,30.0,3.467,31,88,58,1.933,44.23,21.15,0.0,37.93,0.0,0.00622237
Subtract,Subtract_05_2.mov,05,2,100,30.0,3.333,0,98,99,3.3,1.0,34.0,0.0,34.34,0.0,0.00507606
Subtract,Subtract_06_1.mov,06,1,85,30.0,2.833,17,71,55,1.833,35.29,24.71,0.0,38.18,0.0,0.0044484
Subtract,Subtract_06_2.mov,06,2,83,30.0,2.767,14,76,63,2.1,24.1,38.55,0.0,50.79,0.0,0.00638992
Super key,Super Key_02_1.mov,02,1,117,30.0,3.9,13,116,104,3.467,11.11,68.38,0.0,76.92,0.0,0.00764474
Super key,Super Key_02_2.mov,02,2,199,30.0,6.633,21,198,178,5.933,10.55,77.39,0.0,86.52,0.0,0.0058538
Super key,Super Key_03_1.mov,03,1,151,30.0,5.033,23,140,118,3.933,21.85,43.05,0.0,55.08,0.0,0.00440566
Super key,Super Key_03_2.mov,03,2,274,30.0,9.133,0,273,274,9.133,0.0,49.64,0.0,49.64,0.0,0.00300993
Super key,Super Key_05_1.mov,05,1,143,30.0,4.767,0,122,123,4.1,13.99,46.85,0.7,54.47,0.81,0.01049228
Super key,Super Key_05_2.mov,05,2,165,30.0,5.5,34,152,119,3.967,27.88,53.94,0.61,74.79,0.84,0.00851576
System,system_03_1.mov,03,1,110,30.0,3.667,15,89,75,2.5,31.82,44.55,47.27,65.33,69.33,0.01508093
System,system_03_2.mov,03,2,151,30.0,5.033,24,143,120,4.0,20.53,52.32,55.63,65.83,70.0,0.01200091
System,system_05_1.mov,05,1,125,30.0,4.167,48,117,70,2.333,44.0,36.0,30.4,64.29,54.29,0.00873576
System,system_05_2.mov,05,2,137,30.0,4.567,35,129,95,3.167,30.66,50.36,44.53,72.63,64.21,0.00854938
System,system_06_1.mov,06,1,111,30.0,3.7,34,100,67,2.233,39.64,33.33,35.14,55.22,58.21,0.01120082
System,system_06_2.mov,06,2,127,30.0,4.233,28,102,75,2.5,40.94,36.22,37.8,61.33,64.0,0.01108849
Table,table_01_1.MOV,01,1,195,30.0,6.5,35,170,136,4.533,30.26,30.26,58.97,43.38,74.26,0.01517592
Table,table_01_2.MOV,01,2,102,30.0,3.4,12,89,78,2.6,23.53,28.43,52.94,37.18,69.23,0.01753542
Table,Table_02_1.MOV,02,1,123,30.0,4.1,7,108,102,3.4,17.07,45.53,59.35,54.9,71.57,0.01940032
Table,table_02_2.MOV,02,2,112,30.0,3.733,0,92,93,3.1,16.96,51.79,60.71,62.37,73.12,0.020032
