sample_index,label_id,label,video,signer_id,repetition_id,raw_frames,start_frame,end_frame,active_frames_used,target_frames,left_observed_rate,right_observed_rate,left_short_gap_imputed_rate,right_short_gap_imputed_rate,landmark_file
650,110,Procedure,procedure_02_1.MOV,02,1,207,14,202,189,200,87.0,86.0,1.5,2.0,Procedure\procedure_02_1.npy
651,110,Procedure,procedure_02_2.MOV,02,2,100,10,98,89,200,75.5,70.5,2.5,5.5,Procedure\procedure_02_2.npy
652,110,Procedure,procedure_07_1.mp4,07,1,194,0,187,188,200,81.5,84.0,0.0,0.0,Procedure\procedure_07_1.npy
653,111,Produce,produce_01_1.MOV,01,1,183,36,176,141,200,75.5,79.5,6.0,0.0,Produce\produce_01_1.npy
654,111,Produce,Produce_01_2.MOV,01,2,133,14,125,112,200,84.5,79.0,1.5,0.0,Produce\Produce_01_2.npy
655,111,Produce,produce_02_1.MOV,02,1,164,8,147,140,200,63.5,85.0,0.0,0.0,Produce\produce_02_1.npy
656,111,Produce,Produce_02_2.MOV,02,2,102,11,101,91,200,99.0,99.0,1.0,0.0,Produce\Produce_02_2.npy
657,111,Produce,produce_07_1.mp4,07,1,198,5,191,187,200,80.0,69.5,0.0,3.0,Produce\produce_07_1.npy
658,112,Program,program_01_1.mov,01,1,188,36,161,126,200,58.0,81.5,1.0,0.5,Program\program_01_1.npy
659,112,Program,program_01_2.mov,01,2,260,33,237,205,200,64.0,85.5,1.0,1.5,Program\program_01_2.npy
660,112,Program,program_02_1.mov,02,1,228,24,145,122,200,70.0,67.5,1.5,1.5,Program\program_02_1.npy
661,112,Program,program_02_2.mov,02,2,243,42,212,171,200,71.5,77.0,3.5,1.5,Program\program_02_2.npy
662,112,Program,program_05_1.mov,05,1,197,42,158,117,200,82.0,75.0,0.0,2.5,Program\program_05_1.npy
663,112,Program,program_05_2.mov,05,2,177,42,169,128,200,81.5,73.0,0.5,1.5,Program\program_05_2.npy
664,113,Prompt,Prompt_02_1.mov,02,1,116,7,98,92,200,61.0,57.5,0.0,7.0,Prompt\Prompt_02_1.npy
665,113,Prompt,Prompt_02_2.mov,02,2,167,30,148,119,200,78.5,74.5,0.0,2.0,Prompt\Prompt_02_2.npy
666,113,Prompt,Prompt_03_1.mov,03,1,133,32,125,94,200,58.0,54.5,0.0,0.0,Prompt\Prompt_03_1.npy
667,113,Prompt,Prompt_03_2.mov,03,2,197,30,194,165,200,67.0,67.5,0.0,3.0,Prompt\Prompt_03_2.npy
668,113,Prompt,Prompt_05_1.mov,05,1,153,28,152,125,200,55.5,51.0,4.0,7.5,Prompt\Prompt_05_1.npy
669,113,Prompt,Prompt_05_2.mov,05,2,181,30,160,131,200,74.0,64.0,2.0,9.5,Prompt\Prompt_05_2.npy
670,114,Public,public_03_1.MOV,03,1,142,35,141,107,200,68.5,72.0,1.0,2.0,Public\public_03_1.npy
671,114,Public,public_03_2.MOV,03,2,105,21,100,80,200,68.0,62.5,4.0,6.5,Public\public_03_2.npy
672,114,Public,public_05_1.MOV,05,1,131,43,130,88,200,77.5,76.5,1.5,0.0,Public\public_05_1.npy
673,114,Public,public_05_2.MOV,05,2,116,26,108,83,200,70.5,67.5,0.0,1.5,Public\public_05_2.npy
674,114,Public,public_06_1.MOV,06,1,109,28,95,68,200,59.5,58.0,5.5,0.0,Public\public_06_1.npy
675,114,Public,public_06_2.MOV,06,2,110,30,89,60,200,61.0,64.0,5.0,2.0,Public\public_06_2.npy
676,115,Queue,Queue_01_1.mov,01,1,161,27,149,123,200,48.0,56.5,0.0,10.5,Queue\Queue_01_1.npy
677,115,Queue,Queue_01_2.mov,01,2,232,53,231,179,200,51.0,72.0,1.0,8.0,Queue\Queue_01_2.npy
678,115,Queue,Queue_05_1.mov,05,1,106,38,100,63,200,50.0,50.0,0.0,0.0,Queue\Queue_05_1.npy
679,115,Queue,Queue_05_2.mov,05,2,109,0,108,109,200,30.5,32.5,4.5,10.0,Queue\Queue_05_2.npy
680,115,Queue,Queue_06_1.mov,06,1,102,21,91,71,200,49.5,48.5,6.0,14.0,Queue\Queue_06_1.npy
681,115,Queue,Queue_06_2.mov,06,2,104,21,96,76,200,61.0,51.5,2.5,1.5,Queue\Queue_06_2.npy
682,116,Rear,Rear_01_1.mov,01,1,179,45,159,115,200,71.0,0.0,5.5,0.0,Rear\Rear_01_1.npy
683,116,Rear,Rear_01_2.mov,01,2,121,24,84,61,200,53.0,0.0,2.0,0.0,Rear\Rear_01_2.npy
684,116,Rear,Rear_05_1.mov,05,1,106,0,105,106,200,35.0,0.0,3.0,0.0,Rear\Rear_05_1.npy
685,116,Rear,Rear_05_2.mov,05,2,126,33,125,93,200,61.5,0.0,2.0,0.0,Rear\Rear_05_2.npy
686,116,Rear,Rear_06_1.mov,06,1,98,23,77,55,200,41.5,0.0,17.5,0.0,Rear\Rear_06_1.npy
687,116,Rear,Rear_06_2.mov,06,2,122,32,110,79,200,56.0,0.0,4.0,0.0,Rear\Rear_06_2.npy
688,117,Rectangle,rectangle_01_1.MOV,01,1,162,17,146,130,200,64.5,62.5,3.5,5.5,Rectangle\rectangle_01_1.npy
689,117,Rectangle,rectangle_01_2.MOV,01,2,93,11,90,80,200,54.0,49.0,4.0,9.0,Rectangle\rectangle_01_2.npy
690,117,Rectangle,rectangle_02_1.MOV,02,1,192,22,170,149,200,72.5,74.0,2.5,4.0,Rectangle\rectangle_02_1.npy
691,117,Rectangle,rectangle_02_2.MOV,02,2,102,12,94,83,200,58.5,54.5,0.0,0.0,Rectangle\rectangle_02_2.npy
692,117,Rectangle,rectangle_07_1.mp4,07,1,69,4,63,60,200,74.5,72.5,0.0,2.0,Rectangle\rectangle_07_1.npy
693,118,Relation,Relation_02_1.MOV,02,1,197,29,177,149,200,71.0,45.5,0.0,3.0,Relation\Relation_02_1.npy
694,118,Relation,Relation_02_2.MOV,02,2,142,21,130,110,200,66.5,43.5,0.0,3.5,Relation\Relation_02_2.npy
695,118,Relation,Relation_03_1.MOV,03,1,146,15,131,117,200,72.0,24.5,0.0,8.0,Relation\Relation_03_1.npy
696,118,Relation,Relation_03_2.MOV,03,2,100,6,85,80,200,54.0,40.5,0.0,2.5,Relation\Relation_03_2.npy
697,118,Relation,Relation_05_1.mov,05,1,172,40,164,125,200,76.0,67.0,3.5,7.0,Relation\Relation_05_1.npy
698,118,Relation,Relation_05_2.mov,05,2,202,48,170,123,200,73.0,70.5,4.0,2.5,Relation\Relation_05_2.npy
699,119,Represent,Represent_01_1.MOV,01,1,181,32,162,131,200,62.5,25.5,3.5,6.5,Represent\Represent_01_1.npy
700,119,Represent,Represent_01_2.MOV,01,2,95,13,78,66,200,52.0,23.0,0.0,1.5,Represent\Represent_01_2.npy
701,119,Represent,Represent_02_1.MOV,02,1,166,13,157,145,200,82.5,52.5,0.0,0.0,Represent\Represent_02_1.npy
702,119,Represent,Represent_02_2.MOV,02,2,84,0,80,81,200,74.5,53.5,0.0,0.0,Represent\Represent_02_2.npy
703,119,Represent,Represent_07_1.mp4,07,1,75,4,72,69,200,73.5,66.0,0.0,0.0,Represent\Represent_07_1.npy
704,120,Reserved,Reserved_02_1.mov,02,1,112,19,111,93,200,49.0,1.0,0.0,0.0,Reserved\Reserved_02_1.npy
705,120,Reserved,Reserved_02_2.mov,02,2,146,44,143,100,200,56.0,8.0,1.0,1.0,Reserved\Reserved_02_2.npy
706,120,Reserved,Reserved_03_1.mov,03,1,98,10,77,68,200,60.5,34.0,3.0,10.5,Reserved\Reserved_03_1.npy
707,120,Reserved,Reserved_03_2.mov,03,2,152,18,139,122,200,61.5,47.5,3.5,7.0,Reserved\Reserved_03_2.npy
708,120,Reserved,Reserved_06_1.mov,06,1,88,27,82,56,200,54.5,50.5,0.0,2.0,Reserved\Reserved_06_1.npy
709,120,Reserved,Reserved_06_2.mov,06,2,116,37,115,79,200,61.5,48.5,1.0,2.5,Reserved\Reserved_06_2.npy
710,121,Row,row_01_1.MOV,01,1,124,19,121,103,200,0.0,73.0,0.0,2.0,Row\row_01_1.npy
711,121,Row,row_01_2.MOV,01,2,80,0,55,56,200,0.0,40.0,0.0,0.0,Row\row_01_2.npy
712,121,Row,row_02_1.MOV,02,1,101,0,87,88,200,0.0,75.5,0.0,0.0,Row\row_02_1.npy
713,121,Row,row_02_2.MOV,02,2,55,0,45,46,200,0.0,68.5,0.0,0.0,Row\row_02_2.npy
714,121,Row,row_07_1.mp4,07,1,194,1,167,167,200,76.5,100.0,1.0,0.0,Row\row_07_1.npy
715,122,Rules,Rules_02_1.mov,02,1,148,13,145,133,200,38.0,0.0,3.5,0.0,Rules\Rules_02_1.npy
716,122,Rules,Rules_02_2.mov,02,2,176,28,175,148,200,48.0,0.0,3.0,0.0,Rules\Rules_02_2.npy
717,122,Rules,Rules_03_1.mov,03,1,134,20,120,101,200,67.0,0.0,0.0,0.0,Rules\Rules_03_1.npy
718,122,Rules,Rules_03_2.mov,03,2,207,35,204,170,200,80.0,0.0,0.0,0.0,Rules\Rules_03_2.npy
719,122,Rules,Rules_06_1.mov,06,1,98,21,92,72,200,67.0,0.0,3.0,0.0,Rules\Rules_06_1.npy
720,122,Rules,Rules_06_2.mov,06,2,119,25,118,94,200,76.0,0.0,1.0,0.0,Rules\Rules_06_2.npy
721,124,Run time error,Run time error_02_1.mov,02,1,159,14,144,131,200,77.5,0.0,0.5,0.0,Run time error\Run time error_02_1.npy
722,124,Run time error,Run time error_02_2.mov,02,2,123,14,103,90,200,67.0,0.0,0.0,0.0,Run time error\Run time error_02_2.npy
723,124,Run time error,Run time error_03_1.mov,03,1,176,24,169,146,200,72.5,0.0,0.0,0.0,Run time error\Run time error_03_1.npy
724,124,Run time error,Run time error_03_2.mov,03,2,159,0,158,159,200,60.5,0.0,0.5,0.0,Run time error\Run time error_03_2.npy
725,124,Run time error,Run time error_05_1.mov,05,1,114,27,104,78,200,66.0,0.0,1.5,0.0,Run time error\Run time error_05_1.npy
726,124,Run time error,Run time error_05_2.mov,05,2,128,15,121,107,200,75.0,0.0,0.0,0.0,Run time error\Run time error_05_2.npy
727,123,Run,Run_02_1.mov,02,1,83,14,73,60,200,49.0,52.5,0.0,1.5,Run\Run_02_1.npy
728,123,Run,Run_02_2.mov,02,2,113,24,105,82,200,65.0,67.5,0.0,0.0,Run\Run_02_2.npy
729,123,Run,Run_03_1.mov,03,1,107,20,94,75,200,59.0,57.5,1.5,0.0,Run\Run_03_1.npy
730,123,Run,Run_03_2.mov,03,2,178,0,167,168,200,48.5,48.5,1.0,1.0,Run\Run_03_2.npy
731,123,Run,Run_05_1.mov,05,1,134,41,108,68,200,55.0,52.0,1.5,0.0,Run\Run_05_1.npy
732,123,Run,Run_05_2.mov,05,2,148,24,129,106,200,63.5,63.5,0.0,2.0,Run\Run_05_2.npy
733,125,Semicolon,Semicolon_01_1.mov,01,1,123,14,110,97,200,52.0,0.0,5.0,0.0,Semicolon\Semicolon_01_1.npy
734,125,Semicolon,Semicolon_01_2.mov,01,2,242,0,228,229,200,64.0,0.0,2.0,0.0,Semicolon\Semicolon_01_2.npy
735,125,Semicolon,Semicolon_05_1.mov,05,1,114,24,86,63,200,57.5,0.0,0.0,0.0,Semicolon\Semicolon_05_1.npy
736,125,Semicolon,Semicolon_05_2.mov,05,2,110,16,101,86,200,64.5,0.0,0.0,0.0,Semicolon\Semicolon_05_2.npy
737,125,Semicolon,Semicolon_06_1.mov,06,1,91,17,86,70,200,63.0,0.0,6.0,0.0,Semicolon\Semicolon_06_1.npy
738,125,Semicolon,Semicolon_06_2.mov,06,2,101,11,94,84,200,68.0,0.0,7.5,0.0,Semicolon\Semicolon_06_2.npy
739,126,Sequence,Sequence_01_1.mov,01,1,148,17,122,106,200,56.0,39.0,0.0,9.5,Sequence\Sequence_01_1.npy
740,126,Sequence,Sequence_01_2.mov,01,2,100,11,84,74,200,51.0,34.5,6.5,9.5,Sequence\Sequence_01_2.npy
741,126,Sequence,Sequence_05_1.mov,05,1,126,32,113,82,200,73.0,62.5,2.0,1.5,Sequence\Sequence_05_1.npy
742,126,Sequence,Sequence_05_2.mov,05,2,108,33,101,69,200,58.5,58.5,3.0,0.0,Sequence\Sequence_05_2.npy
743,126,Sequence,Sequence_06_1.mov,06,1,107,26,99,74,200,57.5,64.0,5.5,1.5,Sequence\Sequence_06_1.npy
744,126,Sequence,Sequence_06_2.mov,06,2,126,21,116,96,200,70.0,69.0,3.5,2.5,Sequence\Sequence_06_2.npy
745,127,Server,Server_01_1.mov,01,1,160,11,132,122,200,72.0,68.5,6.5,2.0,Server\Server_01_1.npy
746,127,Server,Server_01_2.mov,01,2,203,0,202,203,200,79.5,77.5,0.0,0.5,Server\Server_01_2.npy
747,127,Server,Server_02_1.mov,02,1,212,0,192,193,200,80.5,67.0,2.5,5.5,Server\Server_02_1.npy
748,127,Server,Server_02_2.mov,02,2,379,2,338,337,200,76.0,68.0,0.0,8.0,Server\Server_02_2.npy
749,127,Server,Server_07_1.mp4,07,1,156,6,150,145,200,86.0,84.0,1.5,3.0,Server\Server_07_1.npy
750,128,Simple_Basic,Simple_Basic_01_1.MOV,01,1,158,0,157,158,200,0.0,60.0,0.0,4.0,Simple_Basic\Simple_Basic_01_1.npy
751,128,Simple_Basic,Simple_Basic_01_2.MOV,01,2,85,20,84,65,200,0.0,60.5,0.0,0.0,Simple_Basic\Simple_Basic_01_2.npy
752,128,Simple_Basic,Simple_Basic_02_1.MOV,02,1,225,38,212,175,200,0.0,59.5,0.0,7.5,Simple_Basic\Simple_Basic_02_1.npy
753,128,Simple_Basic,Simple_Basic_02_2.MOV,02,2,96,15,84,70,200,0.0,61.5,0.0,9.0,Simple_Basic\Simple_Basic_02_2.npy
754,128,Simple_Basic,Simple_Basic_07_1.mp4,07,1,168,11,166,156,200,0.0,74.0,0.0,1.0,Simple_Basic\Simple_Basic_07_1.npy
755,129,Size,size_03_1.MOV,03,1,135,30,119,90,200,75.0,74.0,0.0,0.0,Size\size_03_1.npy
756,129,Size,size_03_2.MOV,03,2,118,16,94,79,200,68.0,68.0,0.0,0.0,Size\size_03_2.npy
757,129,Size,size_05_1.MOV,05,1,129,35,102,68,200,55.0,55.0,0.0,0.0,Size\size_05_1.npy
758,129,Size,size_05_2.MOV,05,2,123,28,116,89,200,62.0,61.0,1.0,0.0,Size\size_05_2.npy
759,129,Size,size_06_1.MOV,06,1,118,24,103,80,200,60.5,62.0,2.5,2.5,Size\size_06_1.npy
760,129,Size,size_06_2.MOV,06,2,105,17,81,65,200,59.5,57.5,6.0,3.0,Size\size_06_2.npy
761,130,Small,Small_01_1.mov,01,1,111,18,94,77,200,57.5,34.0,0.0,7.5,Small\Small_01_1.npy
762,130,Small,Small_01_2.mov,01,2,159,33,147,115,200,70.5,26.5,2.0,11.0,Small\Small_01_2.npy
763,130,Small,Small_05_1.mov,05,1,105,28,87,60,200,61.0,55.0,1.5,2.0,Small\Small_05_1.npy
764,130,Small,Small_05_2.mov,05,2,126,35,125,91,200,55.5,50.5,0.0,0.0,Small\Small_05_2.npy
765,130,Small,Small_06_1.mov,06,1,75,18,73,56,200,50.5,50.5,3.5,5.5,Small\Small_06_1.npy
766,130,Small,Small_06_2.mov,06,2,113,29,104,76,200,61.0,61.0,0.0,6.5,Small\Small_06_2.npy
767,131,Source,Source_02_1.mov,02,1,96,7,70,64,200,54.0,37.0,0.0,8.5,Source\Source_02_1.npy
768,131,Source,Source_02_2.mov,02,2,166,34,158,125,200,73.5,42.5,0.0,4.0,Source\Source_02_2.npy
769,131,Source,Source_03_1.mov,03,1,123,33,110,78,200,45.5,53.5,0.0,6.0,Source\Source_03_1.npy
770,131,Source,Source_03_2.mov,03,2,186,37,170,134,200,62.5,72.0,1.5,0.0,Source\Source_03_2.npy
771,131,Source,Source_05_1.mov,05,1,122,23,87,65,200,65.5,51.5,1.5,4.5,Source\Source_05_1.npy
772,131,Source,Source_05_2.mov,05,2,140,32,121,90,200,70.5,57.5,1.0,9.5,Source\Source_05_2.npy
773,132,Specify,specify_03_1.MOV,03,1,128,24,123,100,200,35.0,50.0,0.0,3.0,Specify\specify_03_1.npy
774,132,Specify,specify_03_2.MOV,03,2,92,12,73,62,200,28.0,47.5,3.0,6.0,Specify\specify_03_2.npy
775,132,Specify,specify_05_1.MOV,05,1,122,32,100,69,200,28.0,42.5,15.5,5.5,Specify\specify_05_1.npy
776,132,Specify,specify_05_2.MOV,05,2,129,32,113,82,200,48.5,58.5,10.5,1.5,Specify\specify_05_2.npy
777,132,Specify,specify_06_1.MOV,06,1,98,35,94,60,200,63.0,55.0,3.0,7.0,Specify\specify_06_1.npy
778,132,Specify,specify_06_2.MOV,06,2,97,27,79,53,200,50.0,52.0,9.5,5.5,Specify\specify_06_2.npy
779,133,Stack,Stack_01_1.mov,01,1,134,3,118,116,200,72.5,43.0,0.0,11.0,Stack\Stack_01_1.npy
780,133,Stack,Stack_01_2.mov,01,2,243,28,222,195,200,74.0,46.5,7.0,6.5,Stack\Stack_01_2.npy
781,133,Stack,Stack_02_1.mov,02,1,103,0,92,93,200,72.5,44.5,0.0,4.5,Stack\Stack_02_1.npy
782,133,Stack,Stack_02_2.mov,02,2,186,7,183,177,200,80.0,51.5,0.0,1.0,Stack\Stack_02_2.npy
783,133,Stack,Stack_07_1.mp4,07,1,103,0,96,97,200,79.0,68.5,0.0,1.0,Stack\Stack_07_1.npy
784,134,Start,Start_01_1.mov,01,1,133,23,115,93,200,63.0,55.0,5.0,0.0,Start\Start_01_1.npy
785,134,Start,Start_01_2.mov,01,2,187,22,152,131,200,67.5,58.0,10.5,13.0,Start\Start_01_2.npy
786,134,Start,Start_05_1.mov,05,1,121,22,95,74,200,64.0,53.5,0.0,1.5,Start\Start_05_1.npy
787,134,Start,Start_05_2.mov,05,2,129,21,115,95,200,69.0,68.5,0.0,2.5,Start\Start_05_2.npy
788,134,Start,Start_06_1.mov,06,1,81,20,80,61,200,57.5,53.0,2.0,5.0,Start\Start_06_1.npy
789,134,Start,Start_06_2.mov,06,2,130,26,129,104,200,70.5,68.5,2.0,0.0,Start\Start_06_2.npy
790,135,Step,Step_01_1.mov,01,1,151,23,126,104,200,41.5,17.0,16.5,8.0,Step\Step_01_1.npy
791,135,Step,Step_01_2.mov,01,2,242,34,222,189,200,54.5,36.5,12.0,10.5,Step\Step_01_2.npy
792,135,Step,Step_05_1.mov,05,1,129,36,128,93,200,70.0,62.0,0.0,3.0,Step\Step_05_1.npy
793,135,Step,Step_05_2.mov,05,2,152,39,151,113,200,74.5,70.0,0.0,0.0,Step\Step_05_2.npy
794,135,Step,Step_06_1.mov,06,1,123,26,101,76,200,67.0,60.0,3.0,9.0,Step\Step_06_1.npy
795,135,Step,Step_06_2.mov,06,2,130,17,123,107,200,59.5,76.0,0.5,6.5,Step\Step_06_2.npy
796,136,store,store_01_1.mov,01,1,147,17,111,95,200,76.5,57.5,0.0,0.0,store\store_01_1.npy
797,136,store,store_01_2.mov,01,2,218,26,178,153,200,75.0,55.5,2.0,0.0,store\store_01_2.npy
798,136,store,store_02_1.mov,02,1,205,36,147,112,200,66.0,68.0,3.0,1.0,store\store_02_1.npy
799,136,store,store_02_2.mov,02,2,233,27,180,154,200,78.0,79.5,2.5,0.0,store\store_02_2.npy
800,136,store,store_05_1.mov,05,1,177,25,121,97,200,59.5,69.5,15.0,0.0,store\store_05_1.npy
801,136,store,store_05_2.mov,05,2,171,33,138,106,200,66.0,72.0,6.5,0.0,store\store_05_2.npy
802,137,Straightforward- clear,Straightforward- clear_01_1.mov,01,1,120,0,84,85,200,40.5,39.0,1.0,5.0,Straightforward- clear\Straightforward- clear_01_1.npy
803,137,Straightforward- clear,Straightforward- clear_01_2.mov,01,2,231,54,187,134,200,76.0,57.5,2.5,10.0,Straightforward- clear\Straightforward- clear_01_2.npy
804,137,Straightforward- clear,Straightforward- clear_02_1.mov,02,1,93,19,82,64,200,54.0,53.5,1.5,1.5,Straightforward- clear\Straightforward- clear_02_1.npy
805,137,Straightforward- clear,Straightforward- clear_02_2.mov,02,2,177,43,168,126,200,69.0,72.0,4.0,4.0,Straightforward- clear\Straightforward- clear_02_2.npy
806,137,Straightforward- clear,Straightforward- clear_07_1.mp4,07,1,60,0,52,53,200,73.0,71.0,0.0,2.0,Straightforward- clear\Straightforward- clear_07_1.npy
807,138,String,String_01_1.mov,01,1,119,14,99,86,200,58.5,43.5,0.0,11.5,String\String_01_1.npy
808,138,String,String_01_2.mov,01,2,212,19,188,170,200,61.0,51.0,0.0,6.5,String\String_01_2.npy
809,138,String,String_05_1.mov,05,1,115,37,105,69,200,64.5,61.5,1.5,0.0,String\String_05_1.npy
810,138,String,String_05_2.mov,05,2,136,34,127,94,200,70.5,66.5,1.0,3.0,String\String_05_2.npy
811,138,String,String_06_1.mov,06,1,104,19,99,81,200,69.0,72.0,1.5,3.5,String\String_06_1.npy
812,138,String,String_06_2.mov,06,2,128,26,124,99,200,75.0,75.0,3.0,0.0,String\String_06_2.npy
813,139,Strong,strong_01_1.MOV,01,1,136,33,123,91,200,58.5,0.0,7.5,0.0,Strong\strong_01_1.npy
814,139,Strong,strong_01_2.MOV,01,2,102,29,86,58,200,38.5,0.0,0.0,0.0,Strong\strong_01_2.npy
815,139,Strong,strong_02_1.MOV,02,1,144,45,126,82,200,69.0,0.0,1.0,0.0,Strong\strong_02_1.npy
816,139,Strong,strong_02_2.MOV,02,2,78,17,68,52,200,49.0,0.0,2.0,0.0,Strong\strong_02_2.npy
817,139,Strong,strong_07_1.mp4,07,1,49,2,44,43,200,0.0,56.5,0.0,0.0,Strong\strong_07_1.npy
818,140,Structure,Structure_02_1.MOV,02,1,203,39,202,164,200,66.0,74.5,0.5,1.5,Structure\Structure_02_1.npy
819,140,Structure,Structure_02_2.MOV,02,2,147,19,134,116,200,61.0,73.5,0.0,1.5,Structure\Structure_02_2.npy
820,140,Structure,Structure_03_1.MOV,03,1,231,47,215,169,200,79.0,68.0,0.0,1.0,Structure\Structure_03_1.npy
821,140,Structure,Structure_03_2.MOV,03,2,121,11,116,106,200,63.5,54.0,0.0,0.0,Structure\Structure_03_2.npy
822,140,Structure,Structure_07_1.mp4,07,1,206,4,200,197,200,81.0,81.5,0.0,0.0,Structure\Structure_07_1.npy
823,141,Student,Student_01_1.MOV,01,1,217,51,214,164,200,0.0,78.0,0.0,0.0,Student\Student_01_1.npy
824,141,Student,student_01_2.MOV,01,2,136,34,125,92,200,0.0,53.5,0.0,0.0,Student\student_01_2.npy
825,141,Student,student_02_1.MOV,02,1,128,24,118,95,200,0.0,66.0,0.0,4.0,Student\student_02_1.npy
826,141,Student,student_02_2.MOV,02,2,214,22,200,179,200,0.0,79.5,0.0,0.0,Student\student_02_2.npy
827,141,Student,student_07_1.mp4,07,1,49,4,48,45,200,0.0,70.0,0.0,2.5,Student\student_07_1.npy
828,142,Subtract,Subtract_01_1.mov,01,1,105,19,79,61,200,51.5,0.0,1.5,0.0,Subtract\Subtract_01_1.npy
829,142,Subtract,Subtract_01_2.mov,01,2,157,0,135,136,200,51.0,0.0,0.0,0.0,Subtract\Subtract_01_2.npy
830,142,Subtract,Subtract_05_1.mov,05,1,104,31,88,58,200,38.0,0.0,0.0,0.0,Subtract\Subtract_05_1.npy
831,142,Subtract,Subtract_05_2.mov,05,2,100,0,98,99,200,34.5,0.0,0.0,0.0,Subtract\Subtract_05_2.npy
832,142,Subtract,Subtract_06_1.mov,06,1,85,17,71,55,200,38.5,0.0,0.0,0.0,Subtract\Subtract_06_1.npy
833,142,Subtract,Subtract_06_2.mov,06,2,83,14,76,63,200,51.0,0.0,0.0,0.0,Subtract\Subtract_06_2.npy
834,143,Super key,Super Key_02_1.mov,02,1,117,13,116,104,200,77.0,0.0,0.0,0.0,Super key\Super Key_02_1.npy
835,143,Super key,Super Key_02_2.mov,02,2,199,21,198,178,200,86.5,0.0,0.0,0.0,Super key\Super Key_02_2.npy
836,143,Super key,Super Key_03_1.mov,03,1,151,23,140,118,200,55.0,0.0,8.0,0.0,Super key\Super Key_03_1.npy
837,143,Super key,Super Key_03_2.mov,03,2,274,0,273,274,200,49.5,0.0,5.0,0.0,Super key\Super Key_03_2.npy
838,143,Super key,Super Key_05_1.mov,05,1,143,0,122,123,200,54.5,1.0,0.0,0.0,Super key\Super Key_05_1.npy
839,143,Super key,Super Key_05_2.mov,05,2,165,34,152,119,200,75.0,1.0,0.0,0.0,Super key\Super Key_05_2.npy
840,144,System,system_03_1.mov,03,1,110,15,89,75,200,66.0,70.0,0.0,0.0,System\system_03_1.npy
841,144,System,system_03_2.mov,03,2,151,24,143,120,200,66.0,70.0,0.0,3.5,System\system_03_2.npy
842,144,System,system_05_1.mov,05,1,125,48,117,70,200,65.0,54.5,0.0,3.0,System\system_05_1.npy
843,144,System,system_05_2.mov,05,2,137,35,129,95,200,73.0,65.0,0.0,4.0,System\system_05_2.npy
844,144,System,system_06_1.mov,06,1,111,34,100,67,200,56.0,59.0,3.0,6.0,System\system_06_1.npy
845,144,System,system_06_2.mov,06,2,127,28,102,75,200,62.0,64.5,2.5,5.5,System\system_06_2.npy
846,145,Table,table_01_1.MOV,01,1,195,35,170,136,200,43.0,74.5,4.0,4.5,Table\table_01_1.npy
847,145,Table,table_01_2.MOV,01,2,102,12,89,78,200,38.0,70.0,1.0,5.0,Table\table_01_2.npy
848,145,Table,Table_02_1.MOV,02,1,123,7,108,102,200,55.0,72.0,3.0,11.0,Table\Table_02_1.npy
849,145,Table,table_02_2.MOV,02,2,112,0,92,93,200,62.5,74.0,0.0,7.0,Table\table_02_2.npy
850,145,Table,table_07_1.mp4,07,1,212,0,196,197,200,76.5,91.5,2.5,0.0,Table\table_07_1.npy
851,146,Template,Template_01_1.MOV,01,1,82,11,79,69,200,48.5,39.5,3.0,0.0,Template\Template_01_1.npy
852,146,Template,Template_01_2.MOV,01,2,139,11,137,127,200,57.0,41.5,0.0,2.0,Template\Template_01_2.npy
853,146,Template,Template_02_1.MOV,02,1,145,16,124,109,200,71.5,68.0,0.0,0.0,Template\Template_02_1.npy
854,146,Template,Template_02_2.MOV,02,2,62,0,42,43,200,66.5,66.0,0.0,0.0,Template\Template_02_2.npy
855,146,Template,Template_07_1.mp4,07,1,66,7,65,59,200,68.5,75.5,10.5,0.0,Template\Template_07_1.npy
856,147,Terminate-end,Terminate-end_01_1.mov,01,1,133,9,115,107,200,53.5,75.0,2.0,2.0,Terminate-end\Terminate-end_01_1.npy
857,147,Terminate-end,Terminate-end_01_2.mov,01,2,215,30,208,179,200,57.5,83.0,0.0,2.0,Terminate-end\Terminate-end_01_2.npy
858,147,Terminate-end,Terminate-end_02_1.mov,02,1,278,26,253,228,200,53.5,84.0,1.5,1.0,Terminate-end\Terminate-end_02_1.npy
859,147,Terminate-end,Terminate-end_02_2.mov,02,2,213,19,163,145,200,57.0,74.5,0.5,1.5,Terminate-end\Terminate-end_02_2.npy
860,147,Terminate-end,Terminate-end_05_1.mov,05,1,180,23,152,130,200,47.0,41.5,1.0,4.0,Terminate-end\Terminate-end_05_1.npy
861,147,Terminate-end,Terminate-end_05_2.mov,05,2,175,26,141,116,200,79.0,73.5,0.5,1.5,Terminate-end\Terminate-end_05_2.npy
862,148,Ternary,Ternary_02_1.mov,02,1,169,10,155,146,200,78.5,11.0,2.5,1.5,Ternary\Ternary_02_1.npy
863,148,Ternary,Ternary_02_2.mov,02,2,322,21,298,278,200,87.5,15.5,1.0,0.5,Ternary\Ternary_02_2.npy
864,148,Ternary,Ternary_03_1.mov,03,1,201,27,188,162,200,79.0,23.5,0.0,0.0,Ternary\Ternary_03_1.npy
865,148,Ternary,Ternary_03_2.mov,03,2,307,44,297,254,200,80.0,28.5,3.5,0.0,Ternary\Ternary_03_2.npy
